"filename","id_no","seasonal","binomial","category","path"
"13151916_1",13151916,1,"Gastropholis tropidopholis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13151916_1.tif"
"203069_1",203069,1,"Morunasaurus annularis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203069_1.tif"
"137792497_1",137792497,1,"Marinussaurus curupira","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\137792497_1.tif"
"169699_1",169699,1,"Goggia gemmula","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169699_1.tif"
"66083397_1",66083397,1,"Gonatodes lichenosus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\66083397_1.tif"
"102874100_1",102874100,1,"Anilios torresianus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102874100_1.tif"
"104693954_1",104693954,1,"Cyrtodactylus lomyenensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104693954_1.tif"
"197226_1",197226,1,"Cnemaspis scalpensis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197226_1.tif"
"164695_1",164695,1,"Acanthodactylus schmidti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164695_1.tif"
"13265616_1",13265616,1,"Telescopus pulcher","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13265616_1.tif"
"15157398_1",15157398,1,"Apostolepis serrana","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15157398_1.tif"
"190570_1",190570,1,"Borikenophis portoricensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\190570_1.tif"
"61474_1",61474,1,"Chalcides colosii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61474_1.tif"
"172946_1",172946,1,"Phelsuma dubia","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172946_1.tif"
"118237063_1",118237063,1,"Indotyphlops madgemintonae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\118237063_1.tif"
"174140_1",174140,1,"Microlophus yanezi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\174140_1.tif"
"56062407_1",56062407,1,"Liolaemus gracilis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56062407_1.tif"
"96250558_1",96250558,1,"Ateuchosaurus pellopleurus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\96250558_1.tif"
"75084823_1",75084823,1,"Anolis pulchellus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75084823_1.tif"
"48444939_1",48444939,1,"Microlophus pacificus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48444939_1.tif"
"177437_1",177437,1,"Philodryas psammophidea","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177437_1.tif"
"172793_1",172793,1,"Paroedura oviceps","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172793_1.tif"
"177556_1",177556,1,"Hemachatus haemachatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177556_1.tif"
"15199_1",15199,1,"Oligodon nikhili","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15199_1.tif"
"75161286_1",75161286,1,"Amphisbaena nigricauda","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75161286_1.tif"
"196957_1",196957,1,"Chirindia langi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196957_1.tif"
"203324_1",203324,1,"Tantilla psittaca","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203324_1.tif"
"178630_1",178630,1,"Riama balneator","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178630_1.tif"
"203018_1",203018,1,"Abronia salvadorensis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203018_1.tif"
"97259978_1",97259978,1,"Acanthochelys macrocephala","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\97259978_1.tif"
"102830678_1",102830678,1,"Delma hebesa","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102830678_1.tif"
"197216_1",197216,1,"Eutropis floweri","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197216_1.tif"
"44980018_1",44980018,1,"Psammophis mossambicus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44980018_1.tif"
"172560_1",172560,1,"Trioceros narraioca","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172560_1.tif"
"178739_1",178739,1,"Trachylepis socotrana","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178739_1.tif"
"56219612_1",56219612,1,"Phymaturus castillensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56219612_1.tif"
"141518150_1",141518150,1,"Draco hennigi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\141518150_1.tif"
"104696055_1",104696055,1,"Cyrtodactylus otai","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104696055_1.tif"
"42483359_1",42483359,1,"Lygisaurus macfarlani","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42483359_1.tif"
"203101_1",203101,1,"Anolis kreutzi","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203101_1.tif"
"47154605_1",47154605,1,"Lygisaurus laevis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47154605_1.tif"
"109463625_1",109463625,1,"Ctenotus kurnbudj","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109463625_1.tif"
"15181405_1",15181405,1,"Phalotris bilineatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15181405_1.tif"
"104653591_1",104653591,1,"Draco biaro","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104653591_1.tif"
"196649_1",196649,1,"Tribolonotus pseudoponceleti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196649_1.tif"
"63806_1",63806,1,"Geophis nasalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63806_1.tif"
"203584_1",203584,1,"Rhadinaea pulveriventris","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203584_1.tif"
"203299_1",203299,1,"Mastigodryas boddaerti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203299_1.tif"
"110213822_1",110213822,1,"Pachydactylus caraculicus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110213822_1.tif"
"17450755_1",17450755,1,"Agama mossambica","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\17450755_1.tif"
"42484794_1",42484794,1,"Lipinia cheesmanae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42484794_1.tif"
"192171_1",192171,1,"Herpetoreas platyceps","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\192171_1.tif"
"191996_1",191996,1,"Trachischium tenuiceps","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\191996_1.tif"
"13155328_1",13155328,1,"Trachylepis polytropis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13155328_1.tif"
"75605243_1",75605243,1,"Pseudothecadactylus australis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605243_1.tif"
"110229440_1",110229440,1,"Acontias fitzsimonsi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110229440_1.tif"
"178742_1",178742,1,"Latastia cherchii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178742_1.tif"
"19953_1",19953,1,"Scelotes bourquini","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\19953_1.tif"
"47102881_1",47102881,1,"Mabuya montserratae","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\47102881_1.tif"
"176235_1",176235,1,"Amphisbaena absaberi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176235_1.tif"
"110230268_1",110230268,1,"Trachylepis spilogaster","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110230268_1.tif"
"74994505_1",74994505,1,"Anolis bahorucoensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\74994505_1.tif"
"42493183_1",42493183,1,"Oxyuranus temporalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42493183_1.tif"
"176675_1",176675,1,"Enhydris chanardi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176675_1.tif"
"104651572_1",104651572,1,"Pseudocalotes khaonanensis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104651572_1.tif"
"163632493_1",163632493,1,"Phrynocephalus sogdianus","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\163632493_1.tif"
"12876_1",12876,1,"Mauremys annamensis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\12876_1.tif"
"104667923_1",104667923,1,"Japalura kumaonensis","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104667923_1.tif"
"99931434_1",99931434,1,"Leiolepis reevesii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\99931434_1.tif"
"178275_1",178275,1,"Carlia rubrigularis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178275_1.tif"
"125056919_1",125056919,1,"Asaccus gardneri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\125056919_1.tif"
"109481233_1",109481233,1,"Saproscincus eungellensis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109481233_1.tif"
"109472775_1",109472775,1,"Hemiergis peronii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109472775_1.tif"
"196938_1",196938,1,"Pachydactylus kladaroderma","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196938_1.tif"
"120685076_1",120685076,1,"Monopeltis kabindae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\120685076_1.tif"
"110211850_1",110211850,1,"Lygodactylus insularis","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110211850_1.tif"
"183186_1",183186,1,"Boiga dendrophila","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\183186_1.tif"
"191992_1",191992,1,"Oligodon dorsalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\191992_1.tif"
"44579378_1",44579378,1,"Lepidoblepharis hoogmoedi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44579378_1.tif"
"172711_1",172711,1,"Uropeltis nitida","DD",NA
"64173_1",64173,1,"Urosaurus nigricaudus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64173_1.tif"
"169907_1",169907,1,"Gekko intermedium","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169907_1.tif"
"178494_1",178494,1,"Madatyphlops reuteri","DD",NA
"178606_1",178606,1,"Trachylepis bayonii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178606_1.tif"
"124311338_1",124311338,1,"Helophis schoutedeni","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\124311338_1.tif"
"66083530_1",66083530,1,"Gonatodes ligiae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\66083530_1.tif"
"48329024_1",48329024,1,"Dendrophidion graciliverpa","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\48329024_1.tif"
"102673770_1",102673770,1,"Diplodactylus nebulosus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102673770_1.tif"
"50950508_1",50950508,1,"Riama kiziriani","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\50950508_1.tif"
"20878749_1",20878749,1,"Spalerosophis josephscorteccii","DD",NA
"88793049_1",88793049,1,"Gloydius rickmersi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\88793049_1.tif"
"164664_1",164664,1,"Pseudocerastes urarachnoides","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164664_1.tif"
"101949957_1",101949957,1,"Hemiphyllodactylus banaensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\101949957_1.tif"
"4095_1",4095,1,"Celestus fowleri","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\4095_1.tif"
"178658_1",178658,1,"Euspondylus guentheri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178658_1.tif"
"197428_1",197428,1,"Amastridium veliferum","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197428_1.tif"
"176797_1",176797,1,"Drymarchon caudomaculatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176797_1.tif"
"63679_1",63679,1,"Abronia leurolepis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63679_1.tif"
"199764_1",199764,1,"Trachylepis striata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\199764_1.tif"
"198532_1",198532,1,"Tropiocolotes nattereri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198532_1.tif"
"102342469_1",102342469,1,"Takydromus septentrionalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102342469_1.tif"
"178487_1",178487,1,"Pristurus ornithocephalus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178487_1.tif"
"75605335_1",75605335,1,"Sphaerodactylus beattyi","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605335_1.tif"
"174481_1",174481,1,"Iguana iguana","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\174481_1.tif"
"128870065_1",128870065,1,"Acontias breviceps","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\128870065_1.tif"
"75085996_1",75085996,1,"Anolis sabanus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75085996_1.tif"
"110161006_1",110161006,1,"Karusasaurus jordani","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110161006_1.tif"
"176212_1",176212,1,"Lioscincus steindachneri","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176212_1.tif"
"178369_1",178369,1,"Delma fraseri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178369_1.tif"
"75161767_1",75161767,1,"Amphisbaena talisiae","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75161767_1.tif"
"164615_1",164615,1,"Psammophis lineolatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164615_1.tif"
"196644_1",196644,1,"Sphenomorphus transversus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196644_1.tif"
"178270_1",178270,1,"Sphaerodactylus streptophorus","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178270_1.tif"
"104777012_1",104777012,1,"Sphenomorphus striolatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\104777012_1.tif"
"170395_1",170395,1,"Draco lineatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\170395_1.tif"
"15182904_1",15182904,1,"Taeniophallus brevirostris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15182904_1.tif"
"203024_1",203024,1,"Celestus bivittatus","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203024_1.tif"
"199571_1",199571,1,"Coluber thomasi","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\199571_1.tif"
"203432_1",203432,1,"Atractus darienensis","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203432_1.tif"
"172751_1",172751,1,"Heteroliodon fohy","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172751_1.tif"
"61581_1",61581,1,"Scelarcis perspicillata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61581_1.tif"
"197497_1",197497,1,"Leptodeira annulata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197497_1.tif"
"102966344_1",102966344,1,"Carlia leucotaenia","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\102966344_1.tif"
"42484582_1",42484582,1,"Emoia veracunda","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42484582_1.tif"
"44579472_1",44579472,1,"Pseudogonatodes furvus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44579472_1.tif"
"197448_1",197448,1,"Anolis cupreus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\197448_1.tif"
"109476721_1",109476721,1,"Lerista macropisthopus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109476721_1.tif"
"203542_1",203542,1,"Leptodeira rubricata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203542_1.tif"
"13289237_1",13289237,1,"Gonionotophis klingi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13289237_1.tif"
"63690_1",63690,1,"Abronia smithi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63690_1.tif"
"56151913_1",56151913,1,"Liolaemus schmidti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\56151913_1.tif"
"178360_1",178360,1,"Epictia collaris","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178360_1.tif"
"203321_1",203321,1,"Tantilla melanocephala","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203321_1.tif"
"110158905_1",110158905,1,"Chamaesaura anguina","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\110158905_1.tif"
"15181627_1",15181627,1,"Philodryas arnaldoi","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15181627_1.tif"
"63774_1",63774,1,"Drymarchon melanurus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63774_1.tif"
"177500_1",177500,1,"Calliophis intestinalis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\177500_1.tif"
"176314_1",176314,1,"Trioceros feae","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\176314_1.tif"
"192163_1",192163,1,"Gloydius brevicauda","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\192163_1.tif"
"178290_1",178290,1,"Eulamprus tryoni","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\178290_1.tif"
"64021_1",64021,1,"Micrurus diastema","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64021_1.tif"
"64200_1",64200,1,"Anolis macrinii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64200_1.tif"
"173000_1",173000,1,"Pseudoxyrhopus ambreensis","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\173000_1.tif"
"202876_1",202876,1,"Eutropis quadricarinata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\202876_1.tif"
"109481446_1",109481446,1,"Tiliqua nigrolutea","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109481446_1.tif"
"170402_1",170402,1,"Hypsilurus bruijnii","DD",NA
"109471450_1",109471450,1,"Eremiascincus musivus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109471450_1.tif"
"184110_1",184110,1,"Leptotyphlops nursii","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\184110_1.tif"
"172714_1",172714,1,"Uropeltis ellioti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172714_1.tif"
"64051_1",64051,1,"Phyllodactylus xanti","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64051_1.tif"
"13152739_1",13152739,1,"Feylinia macrolepis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13152739_1.tif"
"170410_1",170410,1,"Japalura dasi","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\170410_1.tif"
"42484346_1",42484346,1,"Emoia physicina","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\42484346_1.tif"
"63836_1",63836,1,"Leptodeira maculata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63836_1.tif"
"20878506_1",20878506,1,"Coluber scorteccii","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\20878506_1.tif"
"44929503_1",44929503,1,"Tetradactylus udzungwensis","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44929503_1.tif"
"99942546_1",99942546,1,"Gonocephalus chamaeleontinus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\99942546_1.tif"
"198403_1",198403,1,"Rhadinella posadasi","EN","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\198403_1.tif"
"196942_1",196942,1,"Pachydactylus montanus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196942_1.tif"
"120689788_1",120689788,1,"Trachylepis mlanjensis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\120689788_1.tif"
"63849_1",63849,1,"Masticophis slevini","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63849_1.tif"
"21584404_1",21584404,1,"Leptotyphlops tanae","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\21584404_1.tif"
"169840_1",169840,1,"Brachymeles minimus","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\169840_1.tif"
"67610854_1",67610854,1,"Atractus ochrosetrus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\67610854_1.tif"
"64122_1",64122,1,"Sceloporus maculosus","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\64122_1.tif"
"61526_1",61526,1,"Dinarolacerta mosorensis","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61526_1.tif"
"193106673_1",193106673,1,"Lepidodactylus aignanus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\193106673_1.tif"
"75605430_1",75605430,1,"Sphaerodactylus elegantulus","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75605430_1.tif"
"109477844_1",109477844,1,"Liburnascincus artemis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\109477844_1.tif"
"15155895_1",15155895,1,"Apostolepis dimidiata","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15155895_1.tif"
"164585_1",164585,1,"Phrynocephalus scutellatus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\164585_1.tif"
"203582_1",203582,1,"Pseudoboa serrana","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203582_1.tif"
"61472_1",61472,1,"Chalcides bedriagai","NT","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\61472_1.tif"
"203191_1",203191,1,"Anomalepis colombia","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\203191_1.tif"
"22528853_1",22528853,1,"Lophosaurus dilophus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\22528853_1.tif"
"196950_1",196950,1,"Pachydactylus visseri","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\196950_1.tif"
"63708_1",63708,1,"Gerrhonotus liocephalus","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\63708_1.tif"
"13290912_1",13290912,1,"Lycophidion nigromaculatum","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\13290912_1.tif"
"18917735_1",18917735,1,"Goniurosaurus lichtenfelderi","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\18917735_1.tif"
"15155078_1",15155078,1,"Chilabothrus exsul","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\15155078_1.tif"
"172734_1",172734,1,"Thamnosophis epistibes","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172734_1.tif"
"172608_1",172608,1,"Dendrelaphis tristis","LC","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\172608_1.tif"
"75310301_1",75310301,1,"Leiocephalus onaneyi","CR","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\75310301_1.tif"
"177416_1",177416,1,"Oligodon lacroixi","VU",NA
"44577293_1",44577293,1,"Anolis calimae","VU","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\44577293_1.tif"
"145971380_1",145971380,1,"Nucras aurantiaca","DD","E:\Priority program\Re-PriorityProgram20220903\ReAOH\REPTILES\145971380_1.tif"
