"X","scientific.name","area","target","category","sp.file","taxa","InPA","OutPA","prop","rijid","originalname"
17,"Hipposideros cineraceus",1425719.83350239,142571.983350239,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros cineraceus.csv","mammal",354122.836409696,1071596.99709269,-0.19741675034248,500017,"Hipposideros cineraceus"
18,"Macronycteris commersoni",165330.91961665,27676.8218948786,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Macronycteris commersoni.csv","mammal",56215.5147978109,109115.404818839,-0.261549741098841,500018,"Macronycteris commersoni"
19,"Hipposideros coronatus",902.03938118815,902.03938118815,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros coronatus.csv","mammal",630.181613224678,271.857767963473,1,500019,"Hipposideros coronatus"
20,"Hipposideros corynophyllus",2027.65768768306,1794.02714101764,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros corynophyllus.csv","mammal",1175.59709778229,852.060589900767,0.725352112676056,500020,"Hipposideros corynophyllus"
21,"Coendou prehensilis",8430242.72115149,843024.272115149,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Coendou prehensilis.csv","mammal",3720268.36659,4709974.35456149,-0.610883414643053,500021,"Coendou prehensilis"
22,"Hipposideros crumeniferus",1987.14942084902,1764.72277519262,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros crumeniferus.csv","mammal",31.1643458168096,1955.98507503221,0.886445012787724,500022,"Hipposideros crumeniferus"
23,"Hipposideros curtus",57861.5777391305,19588.220939703,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros curtus.csv","mammal",7974.12647026874,49887.4512688617,0.23280614188065,500023,"Hipposideros curtus"
24,"Hipposideros cyclops",1766328.77729949,176632.877729949,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros cyclops.csv","mammal",436883.15305327,1329445.62424622,-0.195759132570358,500024,"Hipposideros cyclops"
25,"Hipposideros demissus",2783.34333377497,2318.92646593011,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros demissus.csv","mammal",1457.8447523043,1325.49858147068,0.649811320754717,500025,"Hipposideros demissus"
26,"Hipposideros diadema",2565436.1564828,256543.61564828,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros diadema.csv","mammal",630989.208261989,1934446.94822081,-0.193567564046761,500026,"Hipposideros diadema"
27,"Hipposideros dinops",22087.0002122642,10944.4556004505,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros dinops.csv","mammal",7864.42919277083,14222.5710194934,0.216565883841935,500027,"Hipposideros dinops"
28,"Hipposideros doriae",1161275.72360813,116127.572360813,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros doriae.csv","mammal",212475.368120105,948800.355488024,-0.101547217537943,500028,"Hipposideros doriae"
29,"Hipposideros dyacorum",665372.512756831,66537.2512756831,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros dyacorum.csv","mammal",104268.806233934,561103.706522897,-0.0672461205874857,500029,"Hipposideros dyacorum"
30,"Hipposideros edwardshilli",492.06024636394,492.06024636394,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros edwardshilli.csv","mammal",7.06258483703457,484.997661526905,1,500030,"Hipposideros edwardshilli"
31,"Hipposideros fuliginosus",598131.501911889,59813.1501911889,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros fuliginosus.csv","mammal",103219.887025175,494911.614886714,-0.0877066785745316,500031,"Hipposideros fuliginosus"
32,"Hipposideros fulvus",491077.071720356,49107.7071720356,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros fulvus.csv","mammal",66225.1829617558,424851.8887586,-0.0402917728803745,500032,"Hipposideros fulvus"
33,"Hipposideros galeritus",1690780.26651353,169078.026651353,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros galeritus.csv","mammal",343035.272840868,1347744.99367266,-0.129073473894152,500033,"Hipposideros galeritus"
34,"Hipposideros halophyllus",7515.49117090159,5044.6516738124,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros halophyllus.csv","mammal",3317.04984337185,4198.44132752975,0.41138637446403,500034,"Hipposideros halophyllus"
35,"Hipposideros jonesi",1140427.94451342,114042.794451342,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros jonesi.csv","mammal",238009.958193129,902417.986320291,-0.13737329859699,500035,"Hipposideros jonesi"
36,"Hipposideros lamottei",40.280176892145,40.280176892145,"CR","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros lamottei.csv","mammal",40.280176892145,0,NA,500036,"Hipposideros lamottei"
37,"Hipposideros lankadiva",455874.382394176,45587.4382394176,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros lankadiva.csv","mammal",68836.1398517039,387038.242542472,-0.0600690371488071,500037,"Hipposideros lankadiva"
38,"Hipposideros lekaguli",40875.1066020301,16153.1791920876,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros lekaguli.csv","mammal",16244.0682806702,24631.0383213599,-0.00369453128171816,500038,"Hipposideros lekaguli"
39,"Hipposideros lylei",783879.594501708,78387.9594501708,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros lylei.csv","mammal",179536.586993795,604343.007507912,-0.167370185474143,500039,"Hipposideros lylei"
40,"Hipposideros macrobullatus",9952.7005831527,6224.92315907544,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros macrobullatus.csv","mammal",3191.27358833932,6761.42699481338,0.448602277769561,500040,"Hipposideros macrobullatus"
41,"Hipposideros madurae",33617.8355349099,14356.3137754722,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros madurae.csv","mammal",2049.18662724469,31568.6489076652,0.389856817029904,500041,"Hipposideros madurae"
42,"Hipposideros maggietaylorae",199843.767717157,27278.6450737067,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros maggietaylorae.csv","mammal",14229.7759393802,185613.991777777,0.0702968003318733,500042,"Hipposideros maggietaylorae"
43,"Hipposideros marisae",48508.970739645,17816.0662417229,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros marisae.csv","mammal",13149.0980212309,35359.8727184141,0.131960745496196,500043,"Hipposideros marisae"
44,"Hipposideros megalotis",479077.837670928,47907.7837670928,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros megalotis.csv","mammal",125692.725379453,353385.112291475,-0.220114039928124,500044,"Hipposideros megalotis"
45,"Hipposideros muscinus",36534.0180573286,15106.2698124421,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros muscinus.csv","mammal",1948.42242012229,34585.5956372063,0.38042503975712,500045,"Hipposideros muscinus"
46,"Hipposideros obscurus",190438.189609282,27491.2400485034,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros obscurus.csv","mammal",52997.3816401482,137440.807969134,-0.185586437718277,500046,"Hipposideros obscurus"
47,"Hipposideros pygmaeus",58966.9400794005,19780.5412002824,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros pygmaeus.csv","mammal",16698.0798567512,42268.8602226493,0.0729156808933472,500047,"Hipposideros pygmaeus"
48,"Hipposideros ruber",5063899.90776611,506389.990776611,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros ruber.csv","mammal",1157546.0873261,3906353.82044001,-0.166691796670705,500048,"Hipposideros ruber"
49,"Hipposideros semoni",73087.386961146,21959.7375953984,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros semoni.csv","mammal",35779.2348789978,37308.1520821481,-0.370429934598478,500049,"Hipposideros semoni"
50,"Hipposideros sorenseni",43.0747736115907,43.0747736115907,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros sorenseni.csv","mammal",0,43.0747736115907,1,500050,"Hipposideros sorenseni"
51,"Hipposideros speoris",427384.649082483,42738.4649082484,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros speoris.csv","mammal",61406.9564765029,365977.692605981,-0.0510114023558858,500051,"Hipposideros speoris"
52,"Hipposideros stenotis",280419.483938465,28041.9483938465,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros stenotis.csv","mammal",88593.6403783734,191825.843560092,-0.315662713410661,500052,"Hipposideros stenotis"
53,"Hipposideros wollastoni",32102.9003259737,13950.6545082765,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hipposideros wollastoni.csv","mammal",6336.37293546433,25766.5273905093,0.29550570519289,500053,"Hipposideros wollastoni"
54,"Hippotragus equinus",4697431.91635888,469743.191635888,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hippotragus equinus.csv","mammal",1375457.35579477,3321974.5605641,-0.272643614910893,500054,"Hippotragus equinus"
55,"Hippotragus niger",2215370.54529464,221537.054529464,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hippotragus niger.csv","mammal",817678.246848726,1397692.29844591,-0.42651886109386,500055,"Hippotragus niger"
56,"Histiotus macrotus",1713.52371420826,1563.10350440875,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Histiotus macrotus.csv","mammal",73.6602652970689,1639.86344891119,0.908480780964002,500056,"Histiotus macrotus"
57,"Histiotus montanus",987243.069844123,98724.3069844123,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Histiotus montanus.csv","mammal",331030.586066153,656212.483777969,-0.354012118035025,500057,"Histiotus montanus"
58,"Histiotus velatus",1477451.9185881,147745.19185881,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Histiotus velatus.csv","mammal",344021.349865012,1133430.56872309,-0.173170817783189,500058,"Histiotus velatus"
59,"Hodomys alleni",28092.7916572385,12819.0287291945,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hodomys alleni.csv","mammal",6884.98002947295,21207.8116277655,0.279813269203565,500059,"Hodomys alleni"
60,"Molossus coibensis",5479961.97826404,547996.197826404,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Molossus coibensis.csv","mammal",2867178.01875635,2612783.95950769,-0.887629014732567,500060,"Molossus coibensis"
61,"Hoplomys gymnurus",215613.905541931,26761.8725355414,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hoplomys gymnurus.csv","mammal",68111.2382553301,147502.667286601,-0.280335181895839,500061,"Hoplomys gymnurus"
62,"Hyaena hyaena",9389733.4027191,938973.34027191,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hyaena hyaena.csv","mammal",1415060.35768657,7974673.04503253,-0.0597000027461941,500062,"Hyaena hyaena"
63,"Parahyaena brunnea",2265684.94640897,226568.494640897,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Parahyaena brunnea.csv","mammal",705243.870840439,1560441.07556853,-0.306756871935562,500063,"Parahyaena brunnea"
64,"Hybomys basilii",602.820724067758,602.820724067758,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hybomys basilii.csv","mammal",501.55430741889,101.266416648867,1,500064,"Hybomys basilii"
65,"Hybomys lunaris",832.176271715179,832.176271715179,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hybomys lunaris.csv","mammal",683.827841626191,148.348430088988,1,500065,"Hybomys lunaris"
66,"Hybomys planifrons",202787.343012368,27197.1225168616,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hybomys planifrons.csv","mammal",51632.4000784509,151154.942933917,-0.161662939783267,500066,"Hybomys planifrons"
67,"Hybomys trivirgatus",360179.790012288,36017.9790012288,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hybomys trivirgatus.csv","mammal",93228.3789448349,266951.411067453,-0.214312739041996,500067,"Hybomys trivirgatus"
68,"Hybomys univittatus",1984507.35470838,198450.735470838,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hybomys univittatus.csv","mammal",443573.741032187,1540933.6136762,-0.159075053879695,500068,"Hybomys univittatus"
69,"Hydromys chrysogaster",1859057.89856414,185905.789856414,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hydromys chrysogaster.csv","mammal",399008.618340925,1460049.28022322,-0.145956060378795,500069,"Hydromys chrysogaster"
70,"Hyemoschus aquaticus",2291229.33175366,229122.933175366,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hyemoschus aquaticus.csv","mammal",552687.707775563,1738541.62397809,-0.186112953332708,500070,"Hyemoschus aquaticus"
71,"Hylobates agilis",338769.527549828,33876.9527549828,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylobates agilis.csv","mammal",59261.9100293978,279507.61752043,-0.0908206234548688,500071,"Hylobates agilis"
72,"Hylobates klossii",5288.51767726282,3852.77367205307,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylobates klossii.csv","mammal",3449.0993575896,1839.41831967322,0.219140837411637,500072,"Hylobates klossii"
73,"Hylobates lar",462182.096623601,46218.2096623601,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylobates lar.csv","mammal",137954.634171356,324227.462452244,-0.282940655775121,500073,"Hylobates lar"
74,"Hylobates moloch",32592.6681698014,14083.0500798348,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylobates moloch.csv","mammal",3646.54420683822,28946.1239629632,0.360533407033787,500074,"Hylobates moloch"
75,"Hylobates pileatus",74439.9936510604,22143.6369604861,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylobates pileatus.csv","mammal",50896.846914155,23543.1467369055,-1.22133967633692,500075,"Hylobates pileatus"
76,"Neohylomys hainanensis",4258.49618394379,3252.75090080536,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Neohylomys hainanensis.csv","mammal",1895.96430107102,2362.53188287277,0.574089754445385,500076,"Neohylomys hainanensis"
77,"Hylomys parvus",454.69268868902,454.69268868902,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomys parvus.csv","mammal",427.797491009897,26.8951976791228,1,500077,"Hylomys parvus"
78,"Neotetracus sinensis",168438.492438949,27685.7712779025,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Neotetracus sinensis.csv","mammal",42112.6187043176,126325.873734631,-0.114205422521274,500078,"Neotetracus sinensis"
79,"Hylomyscus baeri",50730.0597887571,18261.6107588788,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomyscus baeri.csv","mammal",13693.050287374,37037.0095013831,0.123336123336123,500079,"Hylomyscus baeri"
80,"Hylomyscus parvus",464564.996131762,46456.4996131762,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomyscus parvus.csv","mammal",104394.91685225,360170.079279511,-0.160865702307244,500080,"Hylomyscus parvus"
81,"Hylomyscus aeta",2228266.76142549,222826.676142549,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomyscus aeta.csv","mammal",474922.627480928,1753344.13394456,-0.143780113885239,500081,"Hylomyscus aeta"
82,"Hylomyscus alleni",1249306.65253835,124930.665253835,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomyscus alleni.csv","mammal",322242.976211595,927063.676326759,-0.212836668058158,500082,"Hylomyscus alleni"
83,"Hylomyscus carillus",128072.709704302,26770.3799843462,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylomyscus carillus.csv","mammal",7711.88616053925,120360.823543763,0.158341641741442,500083,"Hylomyscus carillus"
84,"Hylonycteris underwoodi",123133.525595654,26527.3285909477,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylonycteris underwoodi.csv","mammal",61138.8750440928,61994.6505515617,-0.558312094718844,500084,"Hylonycteris underwoodi"
85,"Hylopetes alboniger",1037379.99740114,103737.999740114,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes alboniger.csv","mammal",275751.086543911,761628.910857226,-0.225850415163308,500085,"Hylopetes alboniger"
86,"Hylopetes bartelsi",40.341555267054,40.341555267054,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes bartelsi.csv","mammal",40.341555267054,0,NA,500086,"Hylopetes bartelsi"
87,"Hylopetes nigripes",4249.21650825824,3247.17378255511,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes nigripes.csv","mammal",3947.52156986873,301.694938389508,-2.32890365448505,500087,"Hylopetes nigripes"
88,"Hylopetes phayrei",808073.689614651,80807.3689614652,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes phayrei.csv","mammal",188688.650053161,619385.039561491,-0.174175997158472,500088,"Hylopetes phayrei"
89,"Hylopetes sipora",497.419353074968,497.419353074968,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes sipora.csv","mammal",463.655948924018,33.7634041509498,1,500089,"Hylopetes sipora"
90,"Hylopetes spadiceus",978602.902634904,97860.2902634904,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes spadiceus.csv","mammal",245970.239378921,732632.663255983,-0.202161521746252,500090,"Hylopetes spadiceus"
91,"Hylopetes winstoni",77.3090857721642,77.3090857721642,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hylopetes winstoni.csv","mammal",0,77.3090857721642,1,500091,"Hylopetes winstoni"
92,"Hyomys dammermani",59155.7221237619,19813.0476547896,"DD","E:/Priority program/WJY/AOH/Species_table/mammal/Hyomys dammermani.csv","mammal",16018.2534987923,43137.4686249696,0.0879523379001785,500092,"Hyomys dammermani"
93,"Hyomys goliath",57034.4956466259,19442.0704709123,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hyomys goliath.csv","mammal",11802.4711527908,45232.0244938351,0.168884860275911,500093,"Hyomys goliath"
94,"Hyosciurus heinrichi",11398.6858571891,6877.27160949554,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hyosciurus heinrichi.csv","mammal",4658.70408359107,6739.98177359798,0.32912895088292,500094,"Hyosciurus heinrichi"
95,"Hyosciurus ileile",8511.38153201603,5540.48702838979,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hyosciurus ileile.csv","mammal",4353.95507418287,4157.42645783316,0.285301900408949,500095,"Hyosciurus ileile"
96,"Hyperacrius fertilis",19686.4086961999,10124.142151125,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Hyperacrius fertilis.csv","mammal",2290.73739743399,17395.6712987659,0.450301810865191,500096,"Hyperacrius fertilis"
97,"Hyperacrius wynnei",6922.92436117655,4739.57736098454,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hyperacrius wynnei.csv","mammal",516.294355459122,6406.63000571742,0.659225725881986,500097,"Hyperacrius wynnei"
98,"Hypogeomys antimena",265.666365814696,265.666365814696,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Hypogeomys antimena.csv","mammal",265.666365814696,0,NA,500098,"Hypogeomys antimena"
99,"Hypsignathus monstrosus",2539864.53066043,253986.453066043,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hypsignathus monstrosus.csv","mammal",549571.351460006,1990293.17920042,-0.148513309346915,500099,"Hypsignathus monstrosus"
100,"Hystrix cristata",5139494.19190059,513949.419190059,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix cristata.csv","mammal",1263923.4555355,3875570.73636509,-0.19351347027663,500100,"Hystrix cristata"
101,"Hystrix africaeaustralis",6096388.46075265,609638.846075265,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix africaeaustralis.csv","mammal",1545275.54803376,4551112.91271889,-0.205584261604636,500101,"Hystrix africaeaustralis"
102,"Hystrix brachyura",5065324.92382968,506532.492382968,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix brachyura.csv","mammal",867781.545053482,4197543.3787762,-0.0860622511788444,500102,"Hystrix brachyura"
103,"Hystrix crassispinis",673577.288407153,67357.7288407153,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix crassispinis.csv","mammal",111918.426923452,561658.861483701,-0.0793383161995378,500103,"Hystrix crassispinis"
104,"Hystrix indica",6419906.83817534,641990.683817534,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix indica.csv","mammal",606109.708616093,5813797.12955925,0.00617152611279685,500104,"Hystrix indica"
105,"Hystrix javanica",110503.683651061,25755.6949695595,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix javanica.csv","mammal",15318.5380297306,95185.1456213301,0.10964962966854,500105,"Hystrix javanica"
106,"Hystrix pumila",10493.8339575871,6472.81490294849,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix pumila.csv","mammal",10069.2718773199,424.56208026719,-8.48349056603774,500106,"Hystrix pumila"
107,"Hystrix sumatrae",270488.69952772,27048.869952772,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Hystrix sumatrae.csv","mammal",32274.1708492045,238214.528678515,-0.02193825719731,500107,"Hystrix sumatrae"
108,"Ia io",913509.51207009,91350.951207009,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Ia io.csv","mammal",178153.143697789,735356.3683723,-0.118042145573029,500108,"Ia io"
109,"Idionycteris phyllotis",1110460.90854193,111046.090854193,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Idionycteris phyllotis.csv","mammal",235004.26929543,875456.639246502,-0.141593638058338,500109,"Idionycteris phyllotis"
110,"Idiurus macrotis",584693.172030819,58469.3172030819,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Idiurus macrotis.csv","mammal",106751.045617798,477942.126413021,-0.101020625933691,500110,"Idiurus macrotis"
111,"Idiurus zenkeri",259232.82470814,25923.282470814,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Idiurus zenkeri.csv","mammal",56672.5592252385,202560.265482901,-0.151806872037915,500111,"Idiurus zenkeri"
112,"Indri indri",27238.9526686251,12566.4525081622,"CR","E:/Priority program/WJY/AOH/Species_table/mammal/Indri indri.csv","mammal",15084.5857130754,12154.3669555497,-0.2072568701662,500112,"Indri indri"
113,"Iomys horsfieldii",646574.307486345,64657.4307486345,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Iomys horsfieldii.csv","mammal",103217.049433523,543357.258052822,-0.070966233986127,500113,"Iomys horsfieldii"
114,"Iomys sipora",1065.57382650068,1054.54224413385,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Iomys sipora.csv","mammal",951.72136762433,113.852458876351,0.902654867256637,500114,"Iomys sipora"
115,"Irenomys tarsalis",112817.22636907,25913.8963472188,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Irenomys tarsalis.csv","mammal",31487.0001546567,81330.2262144136,-0.0685355957211361,500115,"Irenomys tarsalis"
116,"Isoodon auratus",13545.967495215,7791.73026281231,"VU","E:/Priority program/WJY/AOH/Species_table/mammal/Isoodon auratus.csv","mammal",10339.7035144842,3206.26398073083,-0.794759825327511,500116,"Isoodon auratus"
117,"Neamblysomus gunningi",8285.48440302531,5429.76750450437,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Neamblysomus gunningi.csv","mammal",3688.95867200102,4596.52573102429,0.378590078328982,500117,"Neamblysomus gunningi"
118,"Isothrix pagurus",316230.613151516,31623.0613151516,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Isothrix pagurus.csv","mammal",188614.1394593,127616.473692216,-1.23019057171515,500118,"Isothrix pagurus"
119,"Isthmomys flavidus",892.009759676997,892.009759676997,"NT","E:/Priority program/WJY/AOH/Species_table/mammal/Isthmomys flavidus.csv","mammal",506.705564285821,385.304195391176,1,500119,"Isthmomys flavidus"
120,"Isthmomys pirrensis",5224.92286299441,3816.74718422591,"LC","E:/Priority program/WJY/AOH/Species_table/mammal/Isthmomys pirrensis.csv","mammal",4051.31134126638,1173.61152172802,-0.200341005967604,500120,"Isthmomys pirrensis"
121,"Neamblysomus julianae",11023.647723324,6711.11094110543,"EN","E:/Priority program/WJY/AOH/Species_table/mammal/Neamblysomus julianae.csv","mammal",4763.58975454651,6260.05796877751,0.311022364217252,500121,"Neamblysomus julianae"
